0.740931169	2.018908089	-6.903900317	3.702304912	1.588703902	-0.748515934
0.383684204	3.593102542	-10.47789821	3.711748981	6.337248584	3.087616542
1.274395067	-1.852943481	1.322242719	3.761741129	2.989590554	0.364674927
3.800927983	2.183594928	-4.149335596	3.262099836	6.027364052	3.196638989
0.441809185	-0.74871612	-1.702027829	3.487580047	5.79125842	2.882840805
-0.400262159	1.701365115	-7.418679387	3.925110332	3.786394309	0.866200223
0.540460329	-0.154794508	-2.730970018	3.769300386	4.180034966	1.327788448
3.297302823	0.34324053	-1.080810404	3.25095589	4.539153568	2.148807015
3.550434113	-2.084722492	4.129505835	3.584417153	3.273130533	0.746957803
4.059986714	-2.532891021	5.5182834	3.786552619	3.557145909	0.821415116
-0.830322182	-2.348730943	0.232687174	3.866900314	2.24561167	-0.235982567
1.142169691	-0.186938248	-2.111743727	3.907656801	5.109564065	1.9650428
1.076175943	0.885017897	-4.405838179	3.613214744	5.0398941	2.170878689
3.625845226	-1.600107457	3.278891598	3.694645538	3.963328484	1.181022454
3.396646147	-2.577957547	4.964699602	3.764193873	3.40582663	0.772493587
0.268037231	-2.337512027	1.351783944	4.183238935	1.544895095	-0.980351842
1.824243324	0.159420857	-2.073920078	3.886085767	3.354987957	0.623562078
0.582375754	0.459119374	-3.878107635	3.901140882	5.717642598	2.554880361
0.933995842	-2.537889098	2.36040644	3.584804842	5.34743599	2.360379047
2.344273022	-2.538826605	3.86686701	3.734537196	3.725678895	1.136688904
1.57371345	2.423226774	-6.884073288	3.198577397	1.234424217	-0.559290944
-0.685276481	-1.151504729	-1.865516242	4.097423342	3.206906371	0.315046688
0.928260046	2.109096221	-6.845007553	3.559200896	2.873786025	0.482589554
0.038538977	0.006759069	-3.592614857	3.602557745	3.321632577	0.742113771
1.761495625	5.251190136	-12.40349371	3.869152435	4.582457439	1.610242659
1.102744642	2.841294486	-8.195590447	3.835098228	4.51788474	1.656388632
0.80179757	-0.599244968	-1.563288315	3.564510977	3.83261627	1.22882512
2.909719282	-2.141912796	3.643992974	3.622156252	2.989374034	0.524735111
3.062576133	-1.503716471	2.336732069	3.581926277	5.141023533	2.114863998
2.226217151	0.081978728	-1.566777214	3.433532286	5.854549555	2.944924626
1.984805354	-1.12771373	0.655567581	3.659708411	4.502894737	1.666818734
3.730671488	-1.073757682	2.279976543	3.446966105	1.840167769	-0.411838843
1.999086369	0.501019766	-2.547656827	3.949545868	5.267560063	2.12458517
0.782598315	-2.034480054	1.247286319	3.546719336	5.598766192	2.687899931
0.065974858	0.511355527	-4.482839168	3.644843439	4.3058696	1.526164582
0.45886876	1.7246658	-6.552986571	3.262678759	6.987505546	4.01557612
2.825977363	-0.55925323	0.413854371	3.86729728	2.506901753	0.037328834
0.126961091	-1.238234621	-0.978398528	3.867368751	3.343505666	0.527820841
1.501233169	-1.245326032	0.327469151	3.650997988	1.143598038	-1.046269221
2.012067914	-5.297863573	9.063855188	3.288158347	5.537930499	2.834432574
0.565522729	0.2734479	-3.591205513	3.555032766	1.714984062	-0.561940008
3.160988178	1.158882303	-2.761278967	3.462101023	4.540891507	1.923532343
0.273213048	2.122502324	-7.620727563	3.705691478	1.446932781	-0.843282274
0.506206579	-0.217623566	-2.620968093	4.103169589	5.396056006	2.043942185
2.554303239	-1.338363712	1.619346748	3.951637434	2.038462705	-0.576205077
1.641899301	-2.001873926	2.047500402	3.642428644	0.120453374	-1.911607988
3.130482975	-0.701981472	0.883231077	3.481230157	6.434186422	3.353316067
2.4292256	-0.72435394	0.330276993	3.398194126	3.004840717	0.734946158
3.955697263	3.643971852	-6.894111604	4.178884187	3.169070414	0.218096616
2.664077672	0.026549952	-1.040752548	3.601628198	5.034315228	2.202163659
-0.069573585	1.464810242	-6.636650039	3.345652773	5.680153785	2.744093913
-0.238701236	-2.475705097	1.095227214	4.286424653	3.415308314	0.478754978
1.634692358	-2.2388558	2.487093837	3.627641737	5.993735158	2.78597715
0.123467079	1.520700507	-6.442831716	3.699962467	4.525845074	1.663445588
2.988390234	-0.169954686	-0.297923396	3.76679263	6.750242645	3.438527746
1.302983073	1.25612119	-4.820823273	3.658248921	3.465181179	0.822354109
2.573087542	1.066774839	-3.185515853	3.973852544	2.337346018	-0.273615768
1.766004438	-1.222966086	0.65349829	3.477484083	2.833521384	0.499503986
1.943708801	2.723536386	-7.047710573	3.57648736	2.07995646	-0.257927627
1.703170322	0.995239608	-3.853510514	4.071119491	4.346306042	1.25416206
2.634896819	2.109502985	-5.21635459	3.854642348	3.01942168	0.478914622
1.375221612	-1.263888298	0.307653134	3.656069641	3.194896811	0.691077655
1.934553447	0.420943342	-2.456736764	3.648309005	2.670022302	0.287989221
-0.618311937	1.998112363	-8.207546762	3.604105035	5.148158519	2.321641368
2.050820844	-2.037979317	2.518511581	4.290222587	4.235476019	0.952748848
0.09223577	-2.92493954	2.309870048	3.522142645	3.752543266	1.146157393
2.94456873	1.540819499	-3.680140988	3.779655688	1.364413503	-0.968645307
1.469660741	1.876271144	-5.990474929	3.436201607	6.557004361	3.492791249
1.48904629	-4.147670084	6.123051161	3.906954556	4.613147085	1.580203423
1.299636209	-2.364886824	2.442935423	3.716757911	4.534442486	1.590256912
2.374807365	1.93327869	-5.105860757	3.584584976	4.938163509	2.033191458
0.409168894	2.246155116	-7.624246308	3.893523434	3.490813191	0.613674307
1.259461192	2.423169114	-7.152838435	3.651873277	4.271951574	1.499118643
1.400808266	-2.333673869	2.453349228	2.92048131	3.928155505	1.749141927
